vehicle_type,payment_method,ride_distance,booking_hour,cancelled
Auto,UPI,9,5,0
Prime Plus,Credit Card,13,2,0
Bike,Cash,19,3,0
Prime SUV,Cash,40,13,0
Prime SUV,UPI,12,19,0
Prime Plus,Credit Card,36,12,0
Bike,Cash,12,12,0
Mini,UPI,23,21,0
Auto,UPI,1,20,0
Auto,UPI,8,13,0
eBike,UPI,33,17,0
Prime Plus,UPI,10,20,0
eBike,UPI,30,22,0
Prime Sedan,Cash,3,3,0
Auto,Cash,8,15,0
Mini,UPI,1,8,0
Mini,UPI,30,21,0
Prime Sedan,Cash,22,17,0
eBike,UPI,3,3,0
Mini,UPI,17,5,0
Prime Sedan,UPI,39,7,0
Prime Plus,UPI,16,23,0
Auto,UPI,13,22,0
Mini,UPI,19,9,0
Bike,Cash,3,8,0
Auto,UPI,13,19,0
Mini,Cash,38,15,0
Auto,Cash,12,9,0
Prime Plus,UPI,30,16,0
Mini,Cash,38,19,0
Mini,Cash,18,20,0
Prime Plus,Cash,33,12,0
Auto,Cash,19,18,0
Bike,Cash,35,14,0
Prime Sedan,UPI,5,11,0
Auto,UPI,2,19,0
Prime SUV,Cash,49,15,0
Mini,UPI,30,18,0
Auto,UPI,6,18,0
Prime Sedan,Cash,22,4,0
Prime Sedan,UPI,33,1,0
Prime Sedan,Cash,14,18,0
Prime SUV,Cash,21,7,0
Prime SUV,Cash,48,22,0
Mini,Cash,43,16,0
Prime Plus,Cash,38,8,0
eBike,Cash,7,2,0
Prime Plus,UPI,30,11,0
Prime Plus,Cash,35,2,0
Prime Sedan,UPI,26,23,0
Mini,Cash,41,0,0
Auto,Cash,4,20,0
Prime SUV,UPI,14,3,0
eBike,UPI,43,17,0
eBike,UPI,47,7,0
Mini,Cash,43,0,0
Bike,Cash,20,19,0
Prime Plus,Debit Card,40,12,0
eBike,Cash,30,16,0
Auto,Cash,19,12,0
Prime SUV,UPI,17,0,0
Prime Sedan,UPI,39,2,0
eBike,UPI,45,20,0
Prime Plus,UPI,35,9,0
Prime Sedan,Cash,28,5,0
Auto,Cash,14,8,0
Mini,UPI,30,15,0
Prime Sedan,Cash,16,14,0
Auto,UPI,12,5,0
Mini,Credit Card,26,3,0
Mini,Cash,27,9,0
Mini,Credit Card,45,14,0
eBike,Cash,40,4,0
eBike,UPI,16,19,0
Mini,Cash,23,10,0
Prime SUV,Cash,42,12,0
Auto,Cash,6,15,0
Auto,Cash,2,6,0
eBike,UPI,45,4,0
eBike,Cash,15,13,0
Prime SUV,Credit Card,2,4,0
Bike,UPI,3,14,0
Prime Sedan,Cash,38,4,0
Auto,UPI,1,1,0
Prime SUV,Cash,28,23,0
Mini,Cash,6,23,0
eBike,Cash,16,17,0
Prime Plus,Cash,31,19,0
Prime Plus,Cash,3,5,0
Prime SUV,Credit Card,1,3,0
Bike,UPI,24,15,0
Prime SUV,Cash,31,8,0
Auto,Cash,1,8,0
Prime SUV,Cash,38,2,0
Bike,Cash,33,20,0
Prime SUV,Cash,49,9,0
Bike,UPI,49,19,0
Prime SUV,Cash,42,2,0
eBike,UPI,12,7,0
Prime SUV,UPI,15,0,0
eBike,UPI,34,19,0
Mini,Cash,9,10,0
Mini,Cash,23,10,0
Prime SUV,Cash,38,23,0
Prime SUV,Cash,18,6,0
eBike,Cash,18,15,0
Prime SUV,UPI,13,14,0
Prime Sedan,Cash,13,2,0
eBike,UPI,14,10,0
Prime Plus,Cash,29,6,0
Mini,UPI,6,2,0
Prime Sedan,Cash,42,12,0
Auto,Cash,8,21,0
Prime Plus,Cash,32,6,0
Prime Plus,Cash,20,13,0
Prime SUV,UPI,43,17,0
Prime SUV,UPI,22,9,0
Prime Sedan,UPI,33,4,0
Prime Plus,Cash,34,18,0
Mini,Cash,46,14,0
Prime Sedan,UPI,32,14,0
Prime Sedan,Cash,42,18,0
Mini,Cash,21,17,0
Prime Plus,Cash,38,5,0
Auto,UPI,6,8,0
Prime Plus,Cash,36,0,0
Prime SUV,UPI,29,22,0
Bike,Credit Card,30,18,0
Prime SUV,UPI,1,2,0
Prime Plus,Cash,46,22,0
eBike,UPI,20,4,0
Auto,Cash,17,22,0
eBike,UPI,9,5,0
Auto,Cash,10,6,0
Mini,UPI,43,18,0
Prime SUV,Cash,47,13,0
Prime Plus,UPI,30,11,0
Mini,Cash,25,9,0
eBike,Cash,16,3,0
Mini,Cash,24,5,0
eBike,Cash,46,6,0
Prime Plus,UPI,49,8,0
Auto,UPI,2,19,0
Prime SUV,Cash,7,22,0
Prime SUV,Cash,34,1,0
Prime Sedan,Cash,18,18,0
Prime Sedan,Cash,32,14,0
Auto,Cash,13,1,0
Prime Sedan,Cash,17,0,0
Bike,UPI,4,18,0
Auto,UPI,10,8,0
Prime Plus,Cash,35,20,0
Prime Sedan,UPI,14,19,0
Prime Sedan,Cash,3,3,0
Prime Sedan,Cash,29,2,0
Prime SUV,UPI,35,20,0
Prime Sedan,UPI,5,12,0
Prime Plus,Cash,7,10,0
Mini,UPI,24,19,0
eBike,Cash,38,0,0
eBike,Cash,32,21,0
Bike,Cash,14,0,0
Mini,UPI,6,19,0
Prime Plus,UPI,12,5,0
Bike,Cash,37,11,0
Prime SUV,UPI,31,1,0
Prime SUV,Cash,29,0,0
Prime SUV,UPI,48,22,0
Auto,UPI,3,20,0
eBike,Cash,45,19,0
Auto,Credit Card,11,1,0
Mini,UPI,48,19,0
Prime Sedan,UPI,29,19,0
Prime Plus,Cash,41,5,0
eBike,UPI,40,16,0
Auto,UPI,14,11,0
Prime SUV,UPI,43,7,0
eBike,Cash,7,18,0
Prime Sedan,Cash,43,23,0
Bike,Cash,24,22,0
Auto,Cash,4,12,0
eBike,Cash,36,2,0
Prime Plus,UPI,45,16,0
Auto,UPI,14,9,0
Prime Sedan,Cash,36,10,0
Prime SUV,UPI,42,7,0
Prime Plus,UPI,27,15,0
eBike,Cash,16,13,0
eBike,UPI,49,13,0
Auto,UPI,5,19,0
Prime Plus,Cash,19,14,0
Auto,UPI,15,10,0
Prime Plus,Cash,16,1,0
Auto,Cash,6,1,0
Auto,Cash,11,0,0
eBike,UPI,44,19,0
Auto,Cash,10,7,0
Prime Sedan,UPI,43,7,0
Mini,Credit Card,45,14,0
Mini,Cash,26,17,0
Prime SUV,Cash,46,20,0
eBike,UPI,35,11,0
Prime Plus,Cash,25,4,0
Bike,Cash,21,14,0
Bike,UPI,6,18,0
Bike,Cash,8,14,0
Mini,Credit Card,20,14,0
Bike,Cash,48,0,0
Mini,UPI,9,11,0
Prime Plus,Cash,24,13,0
Auto,Cash,15,20,0
Auto,UPI,12,1,0
Prime SUV,Cash,17,10,0
eBike,Cash,2,15,0
Prime SUV,UPI,10,19,0
Prime SUV,Cash,27,7,0
Prime Plus,UPI,42,0,0
Prime Sedan,Cash,24,20,0
Prime Sedan,Cash,42,3,0
Prime Sedan,Credit Card,30,8,0
Prime SUV,Cash,35,22,0
Prime Sedan,UPI,10,18,0
Auto,UPI,17,23,0
Mini,UPI,5,21,0
Prime Sedan,Cash,29,17,0
Prime SUV,Cash,34,3,0
Prime SUV,Cash,38,2,0
Auto,Cash,2,14,0
Mini,UPI,32,21,0
Prime SUV,UPI,45,12,0
Prime SUV,Cash,33,7,0
Auto,Cash,4,15,0
Prime Sedan,UPI,40,10,0
Prime Sedan,UPI,27,10,0
Prime Plus,Cash,49,6,0
Prime Sedan,Cash,37,1,0
Mini,Cash,4,21,0
Prime SUV,Cash,38,3,0
eBike,Cash,35,22,0
Bike,UPI,2,2,0
Prime Sedan,Cash,4,22,0
eBike,UPI,19,17,0
Bike,Cash,2,5,0
eBike,UPI,1,5,0
Prime Plus,UPI,27,10,0
Bike,UPI,38,9,0
Bike,Cash,6,6,0
eBike,UPI,29,4,0
Prime Plus,Cash,46,21,0
Bike,Cash,44,17,0
Auto,Cash,16,21,0
Prime Sedan,UPI,18,8,0
Prime Plus,Cash,44,4,0
Bike,Cash,47,18,0
Auto,UPI,4,12,0
Auto,Cash,13,8,0
Prime Plus,Cash,6,17,0
Bike,Cash,36,12,0
Bike,Cash,36,4,0
Prime Plus,Cash,22,18,0
Prime Plus,UPI,11,4,0
Prime SUV,Cash,29,0,0
eBike,Cash,12,20,0
Mini,UPI,43,8,0
Prime Plus,Cash,15,7,0
Prime Sedan,UPI,39,14,0
eBike,Cash,4,2,0
Mini,Cash,39,8,0
Mini,Cash,23,15,0
Bike,Cash,24,13,0
Mini,Cash,23,7,0
Prime Sedan,UPI,31,19,0
Prime SUV,UPI,23,4,0
Bike,UPI,13,13,0
Prime Plus,Credit Card,34,0,0
Prime Sedan,Credit Card,47,15,0
Prime SUV,Cash,7,4,0
Bike,Cash,47,19,0
Auto,UPI,4,18,0
Prime SUV,Cash,4,12,0
Auto,Cash,8,10,0
Auto,UPI,3,17,0
Bike,Credit Card,46,23,0
Prime SUV,Cash,29,7,0
Prime Plus,UPI,47,13,0
Mini,Cash,6,9,0
Prime Plus,Credit Card,43,6,0
Prime Plus,Cash,13,5,0
eBike,Cash,28,21,0
Bike,UPI,46,3,0
Bike,UPI,15,17,0
Prime SUV,UPI,26,19,0
Prime Plus,Cash,49,19,0
Bike,Cash,20,20,0
eBike,UPI,30,4,0
Mini,UPI,15,12,0
Prime SUV,Cash,47,3,0
Auto,UPI,19,14,0
Mini,Cash,43,0,0
Prime Plus,Cash,27,19,0
Prime Plus,UPI,8,21,0
eBike,Cash,24,21,0
Bike,Cash,17,8,0
Mini,UPI,26,13,0
Mini,Cash,12,3,0
Auto,Cash,16,22,0
Prime Plus,UPI,27,4,0
Prime Sedan,UPI,49,13,0
Prime SUV,UPI,23,22,0
eBike,Cash,24,1,0
Mini,Cash,27,13,0
Prime Sedan,UPI,19,11,0
eBike,UPI,21,5,0
Mini,Cash,31,19,0
Prime Plus,Cash,14,2,0
eBike,Cash,16,21,0
Auto,Cash,7,21,0
Auto,Cash,15,2,0
Prime SUV,UPI,41,21,0
Bike,Cash,34,20,0
Bike,UPI,42,6,0
Mini,UPI,48,7,0
Bike,Cash,45,17,0
Mini,Cash,30,8,0
Prime Plus,Cash,36,15,0
Mini,UPI,35,9,0
Prime Sedan,Cash,7,10,0
eBike,Cash,7,7,0
Bike,UPI,3,11,0
Prime Plus,Cash,35,4,0
Prime SUV,UPI,32,4,0
Mini,Credit Card,12,3,0
Mini,UPI,27,12,0
Bike,UPI,49,12,0
Bike,Cash,14,11,0
Mini,Cash,29,1,0
Prime Sedan,UPI,22,17,0
Bike,UPI,22,11,0
Prime SUV,Cash,23,3,0
Prime Sedan,Credit Card,24,2,0
Prime Plus,Cash,22,4,0
Prime Sedan,Cash,9,22,0
eBike,UPI,4,5,0
Prime Plus,Cash,2,6,0
Mini,UPI,36,6,0
Bike,UPI,17,12,0
Auto,Cash,9,14,0
Mini,Cash,45,22,0
eBike,Cash,15,8,0
Bike,Cash,39,18,0
Mini,UPI,37,12,0
Bike,Cash,41,14,0
Mini,Cash,35,4,0
eBike,Cash,46,5,0
eBike,UPI,18,10,0
Mini,Cash,4,22,0
Prime SUV,Cash,20,9,0
Bike,Cash,37,3,0
Prime SUV,UPI,44,18,0
Prime Sedan,Cash,39,11,0
eBike,UPI,25,9,0
Bike,UPI,41,5,0
Prime Plus,Cash,36,7,0
Prime Sedan,Cash,24,9,0
Prime SUV,UPI,4,10,0
Prime Plus,UPI,35,17,0
Mini,Credit Card,39,3,0
Prime SUV,Cash,31,8,0
Prime Plus,Cash,33,6,0
Mini,UPI,46,17,0
Prime SUV,Cash,23,19,0
eBike,UPI,20,12,0
Prime Plus,Cash,6,1,0
Bike,Cash,5,2,0
Prime Sedan,Cash,1,13,0
Mini,UPI,46,21,0
Auto,UPI,4,3,0
Bike,Cash,28,23,0
Auto,UPI,16,23,0
Prime SUV,Cash,2,4,0
Prime SUV,UPI,49,9,0
Prime Plus,Cash,14,22,0
Prime Sedan,Cash,46,11,0
Prime Sedan,UPI,15,20,0
eBike,Cash,17,14,0
Auto,Cash,19,22,0
Prime SUV,UPI,47,21,0
Mini,UPI,17,11,0
Prime Sedan,Cash,49,4,0
Prime Plus,UPI,8,19,0
Prime Sedan,Cash,45,20,0
eBike,Cash,4,15,0
Mini,Cash,29,2,0
Auto,Cash,15,13,0
eBike,Cash,27,15,0
Prime Plus,UPI,47,21,0
Prime Sedan,UPI,40,12,0
Prime SUV,Debit Card,45,0,0
eBike,UPI,8,17,0
Bike,Debit Card,14,19,0
Prime Plus,Cash,6,14,0
Prime Sedan,UPI,26,9,0
Mini,UPI,30,19,0
Prime SUV,Cash,6,20,0
eBike,Cash,37,19,0
Auto,UPI,15,23,0
Mini,UPI,38,4,0
Bike,UPI,15,16,0
Prime Sedan,UPI,31,0,0
eBike,UPI,2,11,0
Prime Plus,Cash,31,21,0
Prime Sedan,Cash,46,10,0
eBike,UPI,6,19,0
Bike,Cash,45,3,0
Prime Sedan,UPI,18,4,0
Prime Plus,Cash,22,1,0
Mini,UPI,40,7,0
eBike,Cash,17,2,0
Prime SUV,Cash,4,13,0
Prime Plus,UPI,37,5,0
Prime SUV,Cash,46,8,0
Prime SUV,Cash,25,11,0
Bike,Cash,16,4,0
Prime Sedan,UPI,25,10,0
Mini,Cash,4,7,0
Prime SUV,UPI,13,9,0
Prime Plus,UPI,33,14,0
Auto,UPI,3,1,0
Bike,Cash,11,22,0
Bike,UPI,48,23,0
Bike,UPI,43,22,0
Prime Plus,Cash,29,13,0
Auto,Cash,9,18,0
Auto,Cash,9,13,0
Mini,UPI,15,3,0
Prime Sedan,Cash,9,17,0
Mini,UPI,26,18,0
Auto,Credit Card,7,6,0
Prime Sedan,Cash,14,5,0
Bike,Cash,8,6,0
Prime Sedan,UPI,25,1,0
Bike,Cash,29,0,0
Prime SUV,UPI,42,4,0
Mini,UPI,13,23,0
Prime Sedan,UPI,35,12,0
Prime Plus,UPI,45,9,0
Mini,Cash,46,13,0
Auto,Cash,6,22,0
Mini,UPI,49,10,0
Auto,Cash,14,0,0
eBike,UPI,28,23,0
Bike,UPI,15,2,0
eBike,Cash,5,16,0
Bike,UPI,47,9,0
Bike,Cash,30,10,0
Bike,UPI,40,21,0
Bike,Credit Card,38,10,0
Prime Plus,Cash,34,6,0
Prime Sedan,Cash,35,13,0
eBike,Cash,36,4,0
Mini,UPI,38,9,0
Prime Sedan,UPI,42,6,0
eBike,Cash,4,19,0
Prime Plus,Cash,20,15,0
Mini,UPI,6,9,0
eBike,Cash,35,17,0
Prime SUV,UPI,30,1,0
Prime Sedan,Cash,8,6,0
Prime SUV,Cash,43,21,0
eBike,UPI,33,7,0
Prime Sedan,Cash,40,17,0
Auto,Cash,12,19,0
Prime Plus,UPI,12,6,0
Prime SUV,UPI,41,1,0
Auto,UPI,14,20,0
Prime Sedan,Cash,1,1,0
Mini,Cash,17,6,0
Mini,Cash,42,14,0
Mini,Cash,13,22,0
Bike,Debit Card,5,14,0
Auto,Cash,16,18,0
Bike,UPI,10,10,0
Bike,Cash,40,22,0
Prime Sedan,Credit Card,46,6,0
Prime Plus,Cash,7,3,0
Mini,Cash,6,22,0
Prime Sedan,UPI,38,23,0
Prime SUV,Debit Card,36,11,0
Mini,Cash,29,21,0
Auto,Cash,6,1,0
Bike,UPI,48,2,0
eBike,UPI,14,5,0
eBike,Cash,9,19,0
Auto,UPI,14,22,0
Auto,Cash,18,0,0
Bike,UPI,7,11,0
eBike,Cash,3,21,0
Prime Sedan,UPI,9,16,0
Prime Plus,Credit Card,38,13,0
Mini,Cash,48,9,0
Prime SUV,Cash,7,22,0
Prime SUV,UPI,22,21,0
Mini,UPI,27,15,0
Prime SUV,Cash,23,10,0
Prime Plus,Cash,47,6,0
Prime SUV,UPI,37,19,0
Prime SUV,Cash,39,21,0
Prime SUV,UPI,6,7,0
Prime SUV,Cash,41,23,0
eBike,UPI,48,1,0
eBike,Cash,10,11,0
Prime Plus,Cash,20,1,0
eBike,UPI,30,20,0
Prime Sedan,UPI,33,11,0
eBike,UPI,39,10,0
Prime Plus,Cash,12,13,0
Mini,Cash,30,18,0
Prime SUV,UPI,18,12,0
eBike,Cash,18,18,0
Bike,UPI,35,0,0
Bike,UPI,3,6,0
Prime Plus,UPI,15,8,0
Auto,UPI,3,2,0
eBike,Cash,32,21,0
Auto,Cash,5,7,0
Mini,UPI,9,9,0
Mini,Cash,7,12,0
eBike,UPI,48,9,0
Mini,UPI,19,0,0
Mini,UPI,1,19,0
Prime Sedan,Cash,30,10,0
Prime SUV,UPI,36,13,0
Bike,UPI,43,22,0
Auto,UPI,19,6,0
Bike,Cash,22,2,0
Prime Sedan,Cash,30,5,0
Auto,UPI,1,14,0
Prime SUV,Cash,16,10,0
eBike,UPI,39,20,0
Auto,Credit Card,9,11,0
Prime Plus,Cash,21,11,0
Prime Sedan,Cash,32,13,0
Bike,Cash,48,13,0
Prime SUV,Cash,12,12,0
Mini,Cash,14,3,0
Mini,Cash,32,17,0
Prime SUV,Cash,35,7,0
Bike,UPI,32,10,0
Auto,UPI,5,2,0
Bike,Cash,45,2,0
Bike,Cash,19,14,0
Prime SUV,Cash,10,0,0
eBike,Cash,31,22,0
Auto,UPI,11,3,0
Prime SUV,Cash,21,17,0
Bike,UPI,16,23,0
Prime SUV,Cash,31,14,0
Prime Plus,Cash,12,14,0
Mini,UPI,34,18,0
Auto,Cash,15,17,0
Prime Sedan,UPI,16,16,0
Mini,UPI,7,10,0
eBike,Cash,18,17,0
Prime Sedan,UPI,16,21,0
Auto,UPI,3,21,0
eBike,UPI,45,21,0
Prime Sedan,Cash,17,17,0
Bike,Cash,13,0,0
Prime Sedan,UPI,12,19,0
Auto,UPI,4,0,0
Bike,UPI,15,12,0
Prime SUV,Cash,47,13,0
Prime SUV,Cash,20,6,0
eBike,Cash,45,6,0
Mini,Cash,4,1,0
Prime SUV,UPI,40,15,0
Bike,UPI,33,1,0
Bike,Cash,45,18,0
Auto,Cash,3,17,0
Auto,Cash,6,9,0
Prime Sedan,Cash,35,17,0
Auto,Cash,8,13,0
eBike,UPI,42,18,0
Prime SUV,Cash,20,14,0
Mini,Cash,11,3,0
Prime SUV,Credit Card,35,21,0
Prime Sedan,Cash,37,14,0
Bike,UPI,1,2,0
Prime SUV,Cash,23,7,0
Prime Plus,Cash,39,21,0
Prime Sedan,Cash,42,15,0
Prime Plus,Credit Card,2,5,0
Mini,Cash,44,1,0
Auto,Credit Card,10,10,0
Mini,Cash,16,18,0
Prime Sedan,Credit Card,45,10,0
Prime SUV,UPI,24,23,0
Prime SUV,Cash,4,2,0
eBike,Cash,19,8,0
Prime Sedan,Cash,12,19,0
Prime Sedan,UPI,43,18,0
Mini,Cash,24,22,0
Prime SUV,Cash,5,0,0
eBike,UPI,38,5,0
Mini,Cash,9,4,0
Bike,Cash,25,17,0
Auto,Cash,14,10,0
eBike,UPI,16,23,0
Bike,Cash,25,15,0
Auto,Cash,10,13,0
Auto,UPI,3,4,0
Prime Sedan,UPI,33,9,0
Auto,UPI,3,4,0
Prime SUV,UPI,35,2,0
Mini,UPI,49,19,0
Prime Sedan,Credit Card,14,22,0
Bike,Cash,20,11,0
Mini,Cash,42,20,0
Bike,UPI,3,2,0
Prime SUV,UPI,9,20,0
Mini,Cash,13,7,0
Auto,UPI,6,2,0
Auto,Cash,13,19,0
Mini,UPI,42,0,0
Bike,UPI,14,5,0
Bike,Cash,48,20,0
Auto,Cash,15,0,0
Mini,Cash,6,4,0
Prime SUV,Cash,31,19,0
Auto,UPI,1,15,0
Auto,Cash,3,14,0
Mini,UPI,45,10,0
Prime Sedan,UPI,2,17,0
eBike,Cash,45,8,0
Auto,UPI,6,12,0
Auto,UPI,8,10,0
Prime SUV,UPI,24,4,0
eBike,UPI,25,5,0
eBike,UPI,47,7,0
Prime Plus,UPI,8,6,0
Prime Plus,Cash,39,15,0
Prime Sedan,Cash,21,6,0
Mini,Cash,49,10,0
Prime Sedan,UPI,34,19,0
eBike,Cash,22,0,0
Prime Plus,Cash,8,23,0
Prime Sedan,Cash,28,14,0
Prime Sedan,Cash,45,1,0
Auto,UPI,13,21,0
Bike,UPI,44,14,0
eBike,Cash,49,10,0
Auto,Cash,4,8,0
Auto,UPI,19,23,0
Bike,Cash,45,1,0
Auto,UPI,5,23,0
Prime Plus,Cash,47,0,0
Prime Sedan,Cash,20,21,0
Prime Sedan,UPI,49,6,0
eBike,Cash,29,1,0
Prime SUV,Cash,16,10,0
Bike,Cash,34,8,0
Prime SUV,Cash,30,19,0
Auto,Cash,16,17,0
Auto,UPI,14,17,0
Prime Sedan,Cash,12,22,0
Mini,UPI,39,11,0
Auto,UPI,11,18,0
Prime SUV,Cash,7,15,0
Auto,UPI,13,3,0
Bike,Cash,13,13,0
Prime Plus,Credit Card,9,3,0
Bike,UPI,45,9,0
Bike,Cash,34,11,0
Bike,Cash,25,13,0
Auto,UPI,15,20,0
Mini,Cash,40,23,0
eBike,UPI,48,21,0
eBike,UPI,15,18,0
Bike,Credit Card,10,6,0
Bike,Cash,49,6,0
Prime SUV,Cash,41,0,0
Prime SUV,UPI,29,23,0
Bike,UPI,26,13,0
Bike,UPI,33,15,0
Prime SUV,Cash,22,16,0
Prime SUV,Cash,29,22,0
eBike,Cash,21,8,0
Prime Sedan,Cash,22,14,0
Bike,Cash,13,6,0
Prime Plus,Cash,34,23,0
Prime Plus,Cash,38,21,0
eBike,UPI,24,2,0
Prime SUV,Cash,9,21,0
Auto,UPI,8,8,0
eBike,UPI,36,6,0
Prime Sedan,Cash,16,21,0
Prime Sedan,UPI,11,7,0
Mini,UPI,3,5,0
Bike,UPI,10,16,0
Mini,Cash,1,16,0
Bike,Cash,22,5,0
Prime SUV,Cash,28,1,0
Prime Sedan,Cash,10,0,0
Auto,Cash,14,9,0
Bike,Cash,15,17,0
Prime SUV,Cash,12,1,0
Auto,Cash,5,10,0
Auto,Cash,12,13,0
Bike,UPI,30,11,0
Prime SUV,Cash,7,22,0
Mini,UPI,24,13,0
Prime Sedan,Cash,48,12,0
Auto,Cash,7,13,0
Bike,Cash,40,8,0
Prime Sedan,Cash,30,2,0
Prime Plus,Cash,19,19,0
eBike,Cash,47,12,0
Prime SUV,Credit Card,39,10,0
eBike,UPI,7,21,0
Prime Sedan,Cash,22,0,0
Prime SUV,UPI,37,21,0
eBike,UPI,2,22,0
Prime SUV,Cash,28,0,0
eBike,UPI,12,0,0
Prime SUV,Cash,39,15,0
eBike,UPI,37,14,0
Prime Plus,UPI,10,20,0
Prime Sedan,UPI,17,16,0
Auto,Cash,1,17,0
Mini,Cash,40,15,0
Bike,UPI,27,20,0
Prime Plus,UPI,37,19,0
Mini,Cash,32,0,0
Bike,UPI,42,3,0
Auto,Cash,2,1,0
Auto,Cash,13,3,0
eBike,UPI,24,13,0
Bike,UPI,19,18,0
Prime Sedan,UPI,35,17,0
Prime SUV,Cash,6,1,0
Prime Sedan,Cash,22,13,0
eBike,UPI,8,9,0
Mini,UPI,8,18,0
Bike,UPI,31,10,0
Bike,Cash,46,18,0
Bike,Cash,28,9,0
Prime Sedan,Cash,46,12,0
Auto,UPI,18,19,0
Auto,Cash,5,12,0
Auto,Cash,3,4,0
eBike,Cash,30,9,0
eBike,Cash,3,23,0
Mini,Cash,35,11,0
eBike,UPI,6,1,0
Prime SUV,Cash,38,4,0
Auto,Cash,4,13,0
Prime SUV,Cash,17,8,0
Prime Sedan,Cash,9,3,0
Prime Plus,Cash,46,5,0
Mini,Cash,9,15,0
Mini,UPI,33,21,0
Mini,UPI,7,3,0
eBike,Cash,28,13,0
Mini,UPI,4,2,0
Bike,Cash,12,13,0
Prime SUV,UPI,48,15,0
Prime SUV,UPI,43,15,0
Prime SUV,UPI,16,11,0
eBike,Cash,11,18,0
Prime SUV,Cash,38,18,0
Auto,Cash,19,19,0
Bike,Cash,46,3,0
Prime Sedan,Cash,17,4,0
Auto,UPI,18,11,0
Prime Sedan,UPI,35,16,0
Auto,UPI,2,12,0
eBike,UPI,7,8,0
Auto,UPI,14,9,0
Auto,UPI,7,17,0
Auto,Cash,8,14,0
Mini,Cash,26,20,0
Prime Sedan,UPI,10,14,0
Prime Plus,Cash,39,9,0
Prime SUV,Cash,10,20,0
Prime SUV,Cash,15,20,0
Prime SUV,Cash,4,16,0
Prime SUV,Cash,43,10,0
Mini,UPI,21,3,0
Prime SUV,Cash,28,13,0
Prime Sedan,Cash,3,17,0
Bike,Cash,36,13,0
Bike,Cash,15,17,0
Prime Sedan,UPI,15,16,0
Auto,Cash,15,17,0
Prime SUV,UPI,3,9,0
Mini,UPI,45,16,0
eBike,UPI,46,7,0
eBike,Cash,8,17,0
Prime SUV,UPI,33,9,0
Prime SUV,UPI,31,13,0
Prime Sedan,Cash,16,0,0
eBike,Cash,22,0,0
Bike,Cash,10,16,0
Prime Plus,UPI,32,15,0
Prime SUV,UPI,9,9,0
Mini,UPI,38,10,0
Prime Sedan,Credit Card,41,3,0
eBike,Cash,44,10,0
Mini,Credit Card,3,22,0
eBike,UPI,15,6,0
Mini,UPI,48,18,0
Prime Plus,Cash,20,18,0
Bike,Cash,14,7,0
Mini,UPI,14,21,0
Prime Sedan,UPI,37,22,0
eBike,Cash,5,14,0
Prime Plus,Cash,4,11,0
Mini,UPI,35,2,0
Auto,UPI,3,6,0
Bike,UPI,37,3,0
Prime Sedan,UPI,45,21,0
eBike,Cash,12,22,0
Prime Plus,UPI,25,11,0
Prime Sedan,Cash,34,17,0
Bike,UPI,49,2,0
Prime Sedan,Cash,47,5,0
Prime SUV,Cash,23,0,0
Mini,Credit Card,42,13,0
Bike,UPI,48,12,0
Auto,Cash,3,11,0
Prime Sedan,Credit Card,16,8,0
Prime Plus,Cash,21,20,0
eBike,UPI,15,2,0
Auto,Cash,9,8,0
Prime SUV,UPI,42,15,0
Prime SUV,UPI,39,10,0
eBike,UPI,33,11,0
Prime Plus,Cash,21,14,0
Mini,Cash,46,20,0
Mini,Cash,42,7,0
Auto,Cash,18,10,0
Bike,UPI,34,8,0
Bike,Credit Card,48,20,0
Bike,Cash,20,15,0
Prime SUV,Cash,47,15,0
Prime SUV,Credit Card,32,1,0
Mini,UPI,27,9,0
Prime SUV,Cash,20,19,0
eBike,Cash,20,6,0
Bike,Cash,31,14,0
Bike,Cash,18,23,0
Auto,Cash,12,1,0
Mini,UPI,26,10,0
Bike,Cash,3,15,0
Mini,Cash,1,14,0
eBike,UPI,17,2,0
Mini,UPI,5,19,0
Prime Plus,UPI,47,22,0
Bike,Cash,30,1,0
Bike,Cash,31,17,0
Prime Plus,Cash,39,0,0
Prime Plus,UPI,8,1,0
Bike,Cash,39,13,0
eBike,Cash,36,1,0
Prime Sedan,Cash,39,7,0
Prime SUV,Cash,35,17,0
Prime Sedan,Cash,20,13,0
Auto,UPI,19,4,0
Prime Sedan,Cash,32,2,0
Bike,Credit Card,12,16,0
Mini,Cash,10,1,0
Bike,Cash,36,18,0
Mini,Cash,30,21,0
Auto,UPI,8,3,0
Auto,UPI,17,23,0
Prime Sedan,UPI,5,19,0
eBike,UPI,6,20,0
Prime SUV,Cash,2,10,0
Mini,Cash,37,5,0
Bike,Cash,8,7,0
eBike,Cash,14,0,0
Prime Sedan,Cash,29,3,0
eBike,Credit Card,17,13,0
Prime SUV,Cash,48,12,0
Prime SUV,Cash,19,1,0
eBike,Cash,11,15,0
eBike,Cash,25,10,0
Auto,UPI,11,9,0
Bike,Cash,18,1,0
Prime Plus,UPI,42,22,0
Prime Sedan,UPI,4,2,0
Bike,Cash,32,11,0
Auto,Cash,2,22,0
Auto,UPI,13,0,0
Auto,Cash,19,7,0
Bike,UPI,6,1,0
eBike,UPI,21,17,0
Mini,UPI,31,9,0
Bike,Cash,33,6,0
Prime Sedan,Cash,40,8,0
Prime SUV,UPI,41,0,0
Bike,Cash,39,14,0
